position,positional_rank,ttl_2023,ttl_2024,ttl_2025,expected_points_fraction,expected_points_decimal_50,formula
WR,74,73.2,83.6,68.1,2249/30,74.966666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,75,71.7,82.2,65.6,439/6,73.166666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,76,71.0,81.4,65.4,363/5,72.6,(ttl_2023+ttl_2024+ttl_2025)/3
WR,77,70.8,79.3,65.3,359/5,71.8,(ttl_2023+ttl_2024+ttl_2025)/3
WR,78,70.3,79.2,65.2,2147/30,71.566666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,79,69.3,73.4,62.8,137/2,68.5,(ttl_2023+ttl_2024+ttl_2025)/3
WR,80,68.3,73.0,62.5,1019/15,67.933333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,81,63.4,72.5,60.8,1967/30,65.566666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,82,63.3,71.7,60.6,326/5,65.2,(ttl_2023+ttl_2024+ttl_2025)/3
WR,83,60.5,70.4,60.2,637/10,63.7,(ttl_2023+ttl_2024+ttl_2025)/3
WR,84,57.5,70.2,58.6,621/10,62.1,(ttl_2023+ttl_2024+ttl_2025)/3
WR,85,55.7,69.8,57.7,916/15,61.066666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,86,54.8,68.8,56.1,599/10,59.9,(ttl_2023+ttl_2024+ttl_2025)/3
WR,87,53.4,66.1,56.0,117/2,58.5,(ttl_2023+ttl_2024+ttl_2025)/3
WR,88,53.2,65.9,55.5,291/5,58.2,(ttl_2023+ttl_2024+ttl_2025)/3
WR,89,53.1,62.7,54.7,341/6,56.833333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,90,52.8,62.1,54.2,1691/30,56.366666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,91,51.9,61.7,54.2,839/15,55.933333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,92,50.8,60.7,53.8,551/10,55.1,(ttl_2023+ttl_2024+ttl_2025)/3
WR,93,50.1,58.8,53.6,325/6,54.166666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,94,48.6,57.4,51.9,1579/30,52.633333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,95,47.8,54.1,50.6,305/6,50.833333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,96,47.3,52.9,49.8,50/1,50.0,(ttl_2023+ttl_2024+ttl_2025)/3
WR,97,46.5,52.4,48.1,49/1,49.0,(ttl_2023+ttl_2024+ttl_2025)/3
WR,98,46.0,50.9,48.1,145/3,48.333333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,99,46.0,50.9,46.7,718/15,47.866666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,100,45.7,49.9,45.9,283/6,47.166666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,101,45.0,48.9,45.8,1397/30,46.566666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,102,44.4,48.5,43.7,683/15,45.533333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,103,43.4,48.3,43.7,677/15,45.133333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,104,43.2,46.4,43.5,1331/30,44.366666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,105,42.5,45.2,43.3,131/3,43.666666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,106,42.0,43.9,43.3,646/15,43.066666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,107,40.7,43.3,43.0,127/3,42.333333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,108,40.7,43.2,41.2,417/10,41.7,(ttl_2023+ttl_2024+ttl_2025)/3
WR,109,40.0,42.3,40.8,1231/30,41.033333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,110,39.5,42.1,40.7,1223/30,40.766666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,111,36.0,40.0,39.9,1159/30,38.633333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,112,35.8,39.5,39.0,381/10,38.1,(ttl_2023+ttl_2024+ttl_2025)/3
WR,113,34.1,39.1,38.8,112/3,37.333333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,114,33.3,36.6,38.5,542/15,36.133333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,115,33.3,36.2,38.4,1079/30,35.966666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,116,31.9,35.0,38.2,1051/30,35.033333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,117,30.4,32.7,38.0,337/10,33.7,(ttl_2023+ttl_2024+ttl_2025)/3
WR,118,30.2,30.8,37.3,983/30,32.766666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
WR,119,29.6,30.8,35.7,961/30,32.033333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
WR,120,29.0,30.3,33.1,154/5,30.8,(ttl_2023+ttl_2024+ttl_2025)/3
TE,1,184.9,193.9,242.9,6217/30,207.23333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,2,172.9,193.7,158.0,2623/15,174.86666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,3,171.5,178.3,155.1,1683/10,168.3,(ttl_2023+ttl_2024+ttl_2025)/3
TE,4,170.7,164.2,152.5,2437/15,162.46666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,5,160.7,147.9,150.4,153/1,153.0,(ttl_2023+ttl_2024+ttl_2025)/3
TE,6,154.4,146.9,146.1,2237/15,149.13333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,7,139.0,134.8,145.4,2096/15,139.73333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,8,131.7,132.7,144.2,681/5,136.2,(ttl_2023+ttl_2024+ttl_2025)/3
TE,9,130.1,131.5,140.7,1341/10,134.1,(ttl_2023+ttl_2024+ttl_2025)/3
TE,10,117.1,117.3,135.8,617/5,123.4,(ttl_2023+ttl_2024+ttl_2025)/3
TE,11,114.3,116.5,127.6,1792/15,119.46666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,12,112.9,112.4,127.4,3527/30,117.56666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,13,107.1,111.1,118.9,3371/30,112.36666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,14,105.9,105.2,116.0,3271/30,109.03333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,15,101.9,98.2,105.3,509/5,101.8,(ttl_2023+ttl_2024+ttl_2025)/3
TE,16,98.9,97.4,104.6,1003/10,100.3,(ttl_2023+ttl_2024+ttl_2025)/3
TE,17,97.9,95.6,103.6,2971/30,99.033333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,18,90.0,93.1,101.4,569/6,94.833333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,19,89.0,91.8,101.2,94/1,94.0,(ttl_2023+ttl_2024+ttl_2025)/3
TE,20,88.8,87.8,100.3,923/10,92.3,(ttl_2023+ttl_2024+ttl_2025)/3
TE,21,85.0,87.6,94.8,1337/15,89.133333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,22,84.7,87.3,90.7,2627/30,87.566666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,23,81.8,86.8,87.3,853/10,85.3,(ttl_2023+ttl_2024+ttl_2025)/3
TE,24,80.2,82.2,86.9,831/10,83.1,(ttl_2023+ttl_2024+ttl_2025)/3
TE,25,76.0,81.4,86.5,813/10,81.3,(ttl_2023+ttl_2024+ttl_2025)/3
TE,26,73.8,78.8,80.8,389/5,77.8,(ttl_2023+ttl_2024+ttl_2025)/3
TE,27,58.6,75.1,76.7,1052/15,70.133333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,28,58.4,72.7,76.3,1037/15,69.133333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,29,57.9,72.4,76.3,1033/15,68.866666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,30,57.7,66.0,73.8,395/6,65.833333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,31,57.4,65.2,71.8,324/5,64.8,(ttl_2023+ttl_2024+ttl_2025)/3
TE,32,56.6,64.1,69.8,127/2,63.5,(ttl_2023+ttl_2024+ttl_2025)/3
TE,33,56.6,63.1,69.7,947/15,63.133333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,34,55.2,56.0,66.9,1781/30,59.366666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,35,55.2,53.6,65.3,1741/30,58.033333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,36,49.9,52.2,59.1,806/15,53.733333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,37,49.6,51.7,58.8,1601/30,53.366666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,38,46.9,51.6,57.9,782/15,52.133333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,39,46.8,49.3,54.4,301/6,50.166666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,40,46.8,48.1,50.8,1457/30,48.566666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,41,42.4,45.8,50.1,461/10,46.1,(ttl_2023+ttl_2024+ttl_2025)/3
TE,42,38.2,41.0,47.8,127/3,42.333333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,43,38.2,39.4,46.6,207/5,41.4,(ttl_2023+ttl_2024+ttl_2025)/3
TE,44,38.0,39.2,45.2,204/5,40.8,(ttl_2023+ttl_2024+ttl_2025)/3
TE,45,37.8,37.3,44.2,1193/30,39.766666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,46,37.6,36.4,44.0,118/3,39.333333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,47,35.0,35.7,43.6,381/10,38.1,(ttl_2023+ttl_2024+ttl_2025)/3
TE,48,34.4,35.5,41.0,1109/30,36.966666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,49,33.4,34.9,39.5,539/15,35.933333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,50,31.4,32.5,39.3,172/5,34.4,(ttl_2023+ttl_2024+ttl_2025)/3
TE,51,31.2,28.5,39.1,494/15,32.933333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,52,30.9,27.4,38.8,971/30,32.366666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,53,30.8,26.8,38.3,959/30,31.966666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,54,30.0,26.8,37.7,63/2,31.5,(ttl_2023+ttl_2024+ttl_2025)/3
TE,55,29.7,26.7,37.2,156/5,31.2,(ttl_2023+ttl_2024+ttl_2025)/3
TE,56,26.8,25.8,35.5,881/30,29.366666666666666666666666666666666666666666666667,(ttl_2023+ttl_2024+ttl_2025)/3
TE,57,25.4,24.7,35.4,57/2,28.5,(ttl_2023+ttl_2024+ttl_2025)/3
TE,58,25.1,24.0,31.6,269/10,26.9,(ttl_2023+ttl_2024+ttl_2025)/3
TE,59,24.6,23.8,31.2,398/15,26.533333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
TE,60,24.6,23.1,29.8,155/6,25.833333333333333333333333333333333333333333333333,(ttl_2023+ttl_2024+ttl_2025)/3
